gene,D3,K2
TMEM220,1,1
TMEM220-AS1,0,0
TMEM221,3,5
TMEM222,372,367
TMEM223,463,118
TMEM225,0,0
TMEM229A,0,0
TMEM229B,64,9
TMEM230,4312,3507
TMEM231,316,299
TMEM232,2,0
TMEM233,0,0
TMEM234,118,51
TMEM235,0,0
TMEM236,2,2
TMEM237,1040,482
TMEM238,4,2
TMEM239,0,0
TMEM240,13,4
TMEM241,641,138
TMEM242,638,656
TMEM243,426,162
TMEM244,0,0
TMEM245,2785,1008
TMEM246,0,0
TMEM246-AS1,0,0
TMEM247,0,0
TMEM248,4057,1706
TMEM249,18,2
TMEM25,102,132
TMEM251,384,178
TMEM252,0,0
TMEM253,26,12
TMEM254,521,131
TMEM254-AS1,10,3
TMEM255A,1,0
TMEM255B,155,246
TMEM256,174,527
TMEM256-PLSCR3,2,1
TMEM257,1,0
TMEM258,1070,1767
TMEM259,1562,1131
TMEM26,0,0
TMEM26-AS1,0,0
TMEM260,468,186
TMEM261,981,822
TMEM262,1,5
TMEM263,1632,940
TMEM265,339,572
TMEM27,19,18
TMEM30A,5632,1138
TMEM30B,0,0
TMEM30C,0,0
TMEM31,5,3
TMEM33,4428,2076
TMEM35,1,0
TMEM37,19,17
TMEM38A,180,86
TMEM38B,1366,966
TMEM39A,945,1192
TMEM39B,458,578
TMEM40,17,39
TMEM41A,716,186
TMEM41B,883,216
TMEM42,133,66
TMEM43,5980,3240
TMEM44,354,236
TMEM44-AS1,42,6
TMEM45A,853,491
TMEM45B,4,6
TMEM47,895,89
TMEM5,778,460
TMEM5-AS1,0,0
TMEM50A,2167,1585
TMEM50B,908,292
TMEM51,229,353
TMEM51-AS1,9,0
TMEM52,15,8
TMEM52B,0,0
TMEM53,62,35
TMEM54,297,221
TMEM55A,460,360
TMEM55B,533,654
TMEM56,979,213
TMEM56-RWDD3,4,0
TMEM57,592,621
TMEM59,4187,5210
TMEM59L,83,108
TMEM60,357,197
TMEM61,0,0
TMEM62,509,333
TMEM63A,659,571
TMEM63B,545,481
TMEM63C,69,47
TMEM64,887,79
TMEM65,704,135
TMEM67,172,40
TMEM68,793,323
TMEM69,1013,418
TMEM70,1151,825
TMEM71,21,7
TMEM72,0,0
TMEM72-AS1,1,0
TMEM74,12,12
TMEM74B,4,5
TMEM75,36,146
TMEM79,131,35
TMEM80,142,25
TMEM81,105,104
TMEM82,0,0
TMEM86A,21,2
TMEM86B,26,46
TMEM87A,2087,1748
TMEM87B,483,110
TMEM88,7,8
TMEM88B,0,0
TMEM89,0,0
TMEM8A,803,451
TMEM8B,177,133
TMEM8C,0,0
TMEM9,1011,992
TMEM91,36,92
TMEM92,215,119
TMEM92-AS1,13,8
TMEM95,0,0
TMEM97,1652,2257
TMEM98,64,52
TMEM99,595,405
TMEM9B,1063,607
TMEM9B-AS1,92,5
TMF1,1787,782
TMIE,5,0
TMIGD1,0,0
TMIGD2,0,0
TMIGD3,3,18
TMLHE,237,284
TMLHE-AS1,0,0
TMOD1,60,93
TMOD2,11,0
TMOD3,3053,1583
TMOD4,1,0
TMPO,5749,1962
TMPO-AS1,75,11
TMPPE,52,11
TMPRSS11A,0,0
TMPRSS11B,0,0
TMPRSS11BNL,0,0
TMPRSS11D,0,1
TMPRSS11E,0,0
TMPRSS11F,0,1
TMPRSS11GP,0,0
TMPRSS12,0,0
TMPRSS13,0,0
TMPRSS15,3708,6640
TMPRSS2,0,0
TMPRSS3,2,5
TMPRSS4,0,0
TMPRSS4-AS1,0,0
TMPRSS5,2,0
TMPRSS6,12,6
TMPRSS7,0,0
TMPRSS9,17,4
TMSB10,19590,33298
TMSB15A,0,0
TMSB15B,64,49
TMSB4X,2656,4132
TMSB4Y,0,0
TMTC1,3842,2211
TMTC2,360,155
TMTC3,1157,366
TMTC4,421,79
TMUB1,257,309
TMUB2,989,383
TMX1,2630,489
TMX2,2708,1715
TMX2-CTNND1,0,0
TMX3,2862,954
TMX4,2924,1214
TNC,3362,1626
TNF,0,0
TNFAIP1,1219,513
TNFAIP2,2949,3182
TNFAIP3,964,7482
TNFAIP6,145,68
TNFAIP8,183,243
TNFAIP8L1,279,69
TNFAIP8L2,1,0
TNFAIP8L2-SCNM1,0,0
TNFAIP8L3,595,1011
TNFRSF10A,422,272
TNFRSF10B,4984,2759
TNFRSF10C,7,0
TNFRSF10D,5626,2584
TNFRSF11A,291,47
TNFRSF11B,0,1
TNFRSF12A,1264,985
TNFRSF13B,0,0
TNFRSF13C,2,1
TNFRSF14,31,29
TNFRSF17,0,0
TNFRSF18,0,0
TNFRSF19,4,3
TNFRSF1A,4361,3492
TNFRSF1B,471,232
TNFRSF21,585,257
TNFRSF25,34,93
TNFRSF4,0,0
TNFRSF6B,0,0
TNFRSF8,0,1
TNFRSF9,83,26
TNFSF10,0,0
TNFSF11,0,1
TNFSF12,30,36
TNFSF12-TNFSF13,0,0
TNFSF13,25,6
TNFSF13B,7,6
TNFSF14,32,42
TNFSF15,1,1
TNFSF18,0,0
TNFSF4,27,1
TNFSF8,0,0
TNFSF9,13,47
TNIK,60,38
TNIP1,4913,4657
TNIP2,702,761
TNIP3,88,19
TNK1,55,7
TNK2,684,545
TNKS,2716,1736
TNKS1BP1,3968,955
TNKS2,2718,545
TNKS2-AS1,1,1
TNMD,0,0
TNN,2,0
TNNC1,9,10
TNNC2,1,0
TNNI1,0,0
TNNI2,0,0
TNNI3,0,3
TNNI3K,0,0
TNNT1,419,721
TNNT2,0,0
TNNT3,1,3
TNP1,0,0
TNP2,0,0
TNPO1,22219,8871
TNPO2,2996,2174
TNPO3,2691,2575
TNR,0,0
TNRC18,3268,404
TNRC18P1,1,2
TNRC6A,1656,567
TNRC6B,978,200
TNRC6C,375,64
TNRC6C-AS1,20,4
TNS1,13,3
TNS2,1160,580
TNS3,2857,873
TNS4,58,17
TNXA,0,0
TNXB,1,6
TOB1,622,135
TOB1-AS1,22,2
TOB2,1834,556
TOB2P1,47,5
TOE1,309,146
TOLLIP,648,743
TOLLIP-AS1,12,6
TOM1,701,929
TOM1L1,1067,826
TOM1L2,660,185
TOMM20,6631,9936
TOMM20L,2,1
TOMM22,1939,2166
TOMM34,1932,1921
TOMM40,1856,1779
TOMM40L,253,58
TOMM5,1233,1359
TOMM6,2003,2914
TOMM7,3900,10227
TOMM70A,3093,3627
TONSL,231,252
TONSL-AS1,8,11
TOP1,3615,2499
TOP1MT,937,2192
TOP1P1,52,19
TOP1P2,0,0
TOP2A,16134,8857
TOP2B,2838,1540
TOP3A,797,269
TOP3B,637,862
TOPAZ1,0,0
TOPBP1,2953,1556
TOPORS,1162,293
TOPORS-AS1,27,19
TOR1A,934,500
TOR1AIP1,1406,912
TOR1AIP2,938,417
TOR1B,1152,526
TOR2A,92,32
TOR3A,1554,677
TOR4A,298,181
TOX,66,69
TOX2,351,152
TOX3,0,0
TOX4,1526,1153
TP53,2664,1549
TP53AIP1,2,1
TP53BP1,2076,976
TP53BP2,568,529
TP53I11,151,113
TP53I13,258,177
TP53I3,35,31
TP53INP1,4,2
TP53INP2,238,70
TP53RK,917,333
TP53TG1,159,161
TP53TG3,0,0
TP53TG3B,0,0
TP53TG3C,0,0
TP53TG3D,16,13
TP53TG5,2,2
TP63,383,106
TP73,56,61
TP73-AS1,1,2
TPBG,2115,249
TPBGL,0,0
TPCN1,2708,1742
TPCN2,242,60
TPD52,2473,1323
TPD52L1,427,384
TPD52L2,5577,1808
TPD52L3,0,0
TPGS1,3,2
TPGS2,1388,1444
TPH1,1,1
TPH2,0,0
TPI1,7553,12200
TPI1P2,3,1
TPI1P3,4,0
TPK1,336,179
TPM1,3450,1977
TPM2,3325,5887
TPM3,4680,4536
TPM3P9,113,30
TPM4,10175,10540
TPMT,465,212
TPO,2,1
TPP1,4781,4469
TPP2,1234,943
TPPP,37,18
TPPP2,0,0
TPPP3,4,18
TPR,5610,2927
TPRA1,1629,2205
TPRG1,38,15
TPRG1-AS1,5,1
TPRG1-AS2,0,0
TPRG1L,1394,1144
TPRKB,484,618
TPRN,228,153
TPRX1,0,0
TPRXL,6,0
TPSAB1,0,0
TPSB2,0,0
TPSD1,0,0
TPSG1,0,1
TPST1,96,63
TPST2,525,444
TPT1,97272,236268
TPT1-AS1,262,260
TPTE,4,0
TPTE2,5,1
TPTE2P1,1,1
TPTE2P3,0,0
TPTE2P5,12,5
TPTE2P6,0,0
TPTEP1,0,0
TPX2,5390,5575
TRA2A,759,562
TRA2B,3116,1696
TRABD,498,346
TRABD2A,1321,723
TRABD2B,25,8
TRADD,143,50
TRAF1,77,66
TRAF2,381,524
TRAF3,2309,458
TRAF3IP1,684,158
TRAF3IP2,1220,1717
TRAF3IP2-AS1,203,88
TRAF3IP3,1,0
TRAF4,1186,811
TRAF5,455,69
TRAF6,735,294
TRAF7,1814,2323
TRAFD1,754,317
TRAIP,369,164
TRAK1,756,354
TRAK2,1506,549
TRAM1,4881,3926
TRAM1L1,88,9
TRAM2,1338,222
TRAM2-AS1,90,47
TRANK1,48,33
TRAP1,5932,8135
TRAPPC1,522,282
TRAPPC10,1522,590
TRAPPC11,1709,946
TRAPPC12,398,187
TRAPPC13,1173,610
TRAPPC2,422,118
TRAPPC2B,81,39
TRAPPC2L,671,1053
TRAPPC3,1273,1129
TRAPPC3L,0,0
TRAPPC4,1882,305
TRAPPC5,122,150
TRAPPC6A,237,188
TRAPPC6B,1240,242
TRAPPC8,1444,1341
TRAPPC9,453,435
TRAT1,0,0
TRDMT1,256,57
TRDN,0,0
TREH,0,2
TREM1,6,7
TREM2,14,18
TREML1,1,1
TREML2,2,0
TREML3P,0,1
TREML4,0,0
TREML5P,0,0
TRERF1,1251,478
TRERNA1,0,0
TREX1,80,88
TREX2,4,4
TRG-AS1,0,1
TRH,0,0
TRHDE,168,22
TRHDE-AS1,39,15
TRHR,1,1
TRIAP1,1287,1024
TRIB1,542,836
TRIB2,238,50
TRIB3,10789,842
TRIL,0,0
TRIM10,0,0
TRIM11,372,232
TRIM13,582,771
TRIM14,1596,404
TRIM15,0,0
TRIM16,1191,1898
TRIM16L,552,719
TRIM17,1,0
TRIM2,946,102
TRIM21,283,175
TRIM22,39,30
TRIM23,768,342
TRIM24,952,1539
TRIM25,5764,1655
TRIM26,5,14
TRIM27,4,1
TRIM28,6121,5466
TRIM29,53,97
TRIM3,173,109
TRIM31,0,0
TRIM31-AS1,0,0
TRIM32,891,56
TRIM33,1890,870
TRIM34,2,0
TRIM35,688,365
TRIM36,141,54
TRIM37,2644,1156
TRIM38,448,170
TRIM39,1,1
TRIM39-RPP21,0,0
TRIM4,1065,743
TRIM40,0,0
TRIM41,592,193
TRIM42,0,0
TRIM43,0,0
TRIM43B,0,0
TRIM44,6918,999
TRIM45,42,15
TRIM46,6,4
TRIM47,471,147
TRIM48,0,0
TRIM49,0,0
TRIM49B,0,0
TRIM49C,0,0
TRIM49D1,0,0
TRIM49D2,0,0
TRIM5,354,307
TRIM50,0,1
TRIM51,0,0
TRIM51HP,0,0
TRIM52,73,7
TRIM52-AS1,320,208
TRIM53AP,0,0
TRIM54,4,6
TRIM55,0,0
TRIM56,611,52
TRIM58,1543,361
TRIM59,21,6
TRIM6,28,11
TRIM6-TRIM34,0,0
TRIM60,0,0
TRIM61,0,0
TRIM62,76,29
TRIM63,1,85
TRIM64,0,0
TRIM64B,0,0
TRIM64C,0,0
TRIM65,1215,202
TRIM66,502,124
TRIM67,0,0
TRIM68,337,49
TRIM69,19,26
TRIM7,293,243
TRIM71,0,0
TRIM72,0,0
TRIM73,0,0
TRIM74,0,0
TRIM77,0,0
TRIM8,1770,410
TRIM9,0,1
TRIML1,7,1
TRIML2,13,11
TRIO,6572,2609
TRIOBP,951,199
TRIP10,2780,3608
TRIP11,1308,743
TRIP12,6656,4437
TRIP13,1270,636
TRIP4,451,342
TRIP6,1050,1186
TRIQK,1043,481
TRIT1,690,180
TRMT1,1629,2849
TRMT10A,288,195
TRMT10B,262,77
TRMT10C,1194,241
TRMT11,517,284
TRMT112,2084,3917
TRMT12,447,105
TRMT13,547,119
TRMT1L,1216,129
TRMT2A,391,187
TRMT2B,400,107
TRMT44,269,147
TRMT5,1344,356
TRMT6,1270,550
TRMT61A,578,126
TRMT61B,507,25
TRMU,446,163
TRNAU1AP,253,219
TRNP1,760,285
TRNT1,662,195
TRO,38,37
TROAP,588,557
TROVE2,1070,529
TRPA1,1,0
TRPC1,656,188
TRPC2,0,0
TRPC3,0,1
TRPC4,209,153
TRPC4AP,2011,2462
TRPC5,2,0
TRPC5OS,0,0
TRPC6,10,22
TRPC7,0,0
TRPM1,2,1
TRPM2,16,17
TRPM2-AS,0,0
TRPM3,30,23
TRPM4,169,151
TRPM5,0,0
TRPM6,0,0
TRPM7,2799,560
TRPM8,0,0
TRPS1,679,143
TRPT1,217,343
TRPV1,65,15
TRPV2,5,5
TRPV3,1,0
TRPV4,0,0
TRPV5,0,0
TRPV6,4,1
TRRAP,2645,2017
TRUB1,1013,186
TRUB2,1095,823
TRY2P,0,0
TSACC,14,32
TSC1,671,798
TSC2,1410,1102
TSC22D1,4659,3537
TSC22D1-AS1,3,0
TSC22D2,650,286
TSC22D3,11512,9817
TSC22D4,471,348
TSEN15,2699,1409
TSEN2,363,117
TSEN34,1399,913
TSEN54,628,536
TSFM,895,590
TSG1,1,0
TSG101,2120,1365
TSGA10,24,20
TSGA10IP,0,0
TSGA13,0,0
TSHB,0,0
TSHR,1,0
TSHZ1,548,72
TSHZ2,207,44
TSHZ3,392,93
TSIX,1,13
TSKS,0,0
TSKU,669,215
TSL,1,0
TSLP,157,39
TSN,3979,1737
TSNARE1,82,43
TSNAX,898,268
TSNAX-DISC1,0,3
TSNAXIP1,5,5
TSPAN1,96,33
TSPAN10,3,1
TSPAN11,4,1
TSPAN12,3,3
TSPAN13,133,122
TSPAN14,508,172
TSPAN15,3,3
TSPAN16,1,1
TSPAN17,1219,370
TSPAN18,34,37
TSPAN19,26,9
TSPAN2,8,9
TSPAN3,5736,3814
TSPAN31,748,442
TSPAN32,0,0
TSPAN33,3,6
TSPAN4,1266,1167
TSPAN5,3,0
TSPAN6,216,116
TSPAN7,45,45
TSPAN8,0,1
TSPAN9,284,129
TSPEAR,1,0
TSPEAR-AS1,1,0
TSPEAR-AS2,1,0
TSPO,1787,2632
TSPO2,2,0
TSPY1,0,0
TSPY10,0,0
TSPY2,0,0
TSPY26P,1,0
TSPY3,0,0
TSPY4,0,0
TSPY8,0,0
TSPYL1,2228,236
TSPYL2,522,669
TSPYL4,703,31
TSPYL5,0,0
TSPYL6,2,0
TSR1,1935,1087
TSR2,421,426
TSR3,461,234
TSSC1,542,599
TSSC2,3,2
TSSC4,499,392
TSSK1B,0,0
TSSK2,0,0
TSSK3,63,28
TSSK4,32,10
TSSK6,15,0
TST,284,148
TSTA3,881,1067
TSTD1,0,0
TSTD2,742,184
TSTD3,61,16
TTBK1,0,0
TTBK2,1513,513
TTC1,1221,1290
TTC12,50,25
TTC13,421,406
TTC14,1248,221
TTC16,0,1
TTC17,3165,1958
TTC19,1120,435
TTC21A,64,90
TTC21B,833,381
TTC21B-AS1,0,0
TTC22,0,0
TTC23,352,320
TTC23L,6,1
TTC24,0,0
TTC25,22,6
TTC26,293,80
TTC27,909,635
TTC28,1292,499
TTC28-AS1,243,202
TTC29,3,11
TTC3,5780,4476
TTC30A,72,2
TTC30B,47,0
TTC31,343,88
TTC32,78,10
TTC33,816,346
TTC34,0,0
TTC36,1,0
TTC37,3963,2327
TTC38,373,363
TTC39A,7,3
TTC39A-AS1,0,0
TTC39B,32,49
TTC39C,581,694
TTC39C-AS1,4,0
TTC3P1,16,5
TTC4,73,21
TTC41P,12,10
TTC5,312,156
TTC6,3,1
TTC7A,662,312
TTC7B,943,554
TTC8,388,134
TTC9,53,5
TTC9B,1,0
TTC9C,820,1377
TTF1,406,386
TTF2,1779,386
TTI1,1376,449
TTI2,298,332
TTK,1036,667
TTL,3066,1726
TTLL1,74,60
TTLL10,0,0
TTLL11,133,112
TTLL12,2246,590
TTLL13P,12,1
TTLL2,0,0
TTLL3,30,29
TTLL4,549,439
TTLL5,780,811
TTLL6,0,1
TTLL7,256,196
TTLL9,1,3
TTN,163,16
TTN-AS1,26,6
TTPA,0,0
TTPAL,1345,154
TTR,0,0
TTTY1,0,0
TTTY10,0,0
TTTY11,0,0
TTTY12,0,0
TTTY13,0,0
TTTY14,0,0
TTTY15,0,0
TTTY16,0,0
TTTY17A,0,0
TTTY17B,0,0
TTTY17C,0,0
TTTY18,0,0
TTTY19,0,0
TTTY1B,0,0
TTTY2,0,0
TTTY20,0,0
TTTY21,0,0
TTTY21B,0,0
TTTY22,0,0
TTTY23,0,0
TTTY23B,0,0
TTTY2B,0,0
TTTY3,0,0
TTTY3B,0,0
TTTY4,0,0
TTTY4B,0,0
TTTY4C,0,0
TTTY5,0,0
TTTY6,0,0
TTTY6B,0,0
TTTY7,0,0
TTTY7B,0,0
TTTY8,0,0
TTTY8B,0,0
TTTY9A,0,0
TTTY9B,0,0
TTYH1,2,0
TTYH2,83,72
TTYH3,660,96
TUB,19,3
TUB-AS1,0,0
TUBA1A,1190,765
TUBA1B,16984,18656
TUBA1C,9396,9088
TUBA3C,3,0
TUBA3D,3,2
TUBA3E,1,0
TUBA3FP,1,0
TUBA4A,2454,1455
TUBA4B,3,1
TUBA8,21,32
TUBAL3,8,2
TUBB,53,849
TUBB1,11,0
TUBB2A,309,366
TUBB2B,14,14
TUBB3,481,1546
TUBB4A,0,1
TUBB4B,3697,2264
TUBB6,2145,1049
TUBB8,3,0
TUBBP5,0,0
TUBD1,305,115
TUBE1,953,382
TUBG1,996,1202
TUBG2,256,400
TUBGCP2,1200,1331
TUBGCP3,1067,573
TUBGCP4,1849,1194
TUBGCP5,761,223
TUBGCP6,728,715
TUFM,4727,6093
TUFT1,796,325
TUG1,5468,1262
TULP1,0,0
TULP2,1,0
TULP3,564,415
TULP4,1308,309
TUNAR,0,0
TUSC1,175,39
TUSC2,688,182
TUSC3,1114,1003
TUSC5,0,0
TUSC7,0,0
TUSC8,0,0
TUT1,698,103
TVP23A,3,1
TVP23B,474,455
TVP23C,49,36
TVP23C-CDRT4,0,0
TWF1,2293,3529
TWF2,575,405
TWIST1,78,68
TWIST2,166,169
TWISTNB,1148,767
TWSG1,1686,487
TXK,19,8
TXLNA,3022,305
TXLNB,3,0
TXLNG,3534,1318
TXLNGY,0,0
TXN,5393,6413
TXN2,1491,1858
TXNDC11,845,362
TXNDC12,2411,1307
TXNDC12-AS1,2,0
TXNDC15,752,717
TXNDC16,769,679
TXNDC17,571,565
TXNDC2,3,2
TXNDC5,71,1
TXNDC8,1,0
TXNDC9,891,205
TXNIP,38235,26678
TXNL1,1461,2861
TXNL4A,1242,1118
TXNL4B,591,822
TXNRD1,22872,10382
TXNRD2,1034,841
TXNRD3,248,94
TXNRD3NB,0,0
TYK2,1070,699
TYMP,159,77
TYMS,261,241
TYMSOS,9,3
TYR,0,0
TYRO3,1671,1470
TYRO3P,0,0
TYROBP,0,0
TYRP1,64,32
TYSND1,543,170
TYW1,865,904
TYW1B,37,49
TYW3,1236,1228
TYW5,387,39
U2AF1,1410,1006
U2AF1L4,296,336
U2AF2,3877,3475
U2SURP,4832,1756
UACA,727,548
UAP1,2430,1524
UAP1L1,342,567
UBA1,6193,6877
UBA2,5733,3959
UBA3,1004,437
UBA5,971,593
UBA52,17841,36798
UBA6,3074,686
UBA6-AS1,453,125
UBA7,152,205
UBAC1,1148,898
UBAC2,1456,1943
UBAC2-AS1,6,2
UBALD1,163,95
UBALD2,1043,876
UBAP1,2318,2163
UBAP1L,14,5
UBAP2,1368,1007
UBAP2L,3098,3351
UBASH3A,0,0
UBASH3B,267,43
UBB,8153,16697
UBC,19162,41260
UBD,0,0
UBE2A,1786,1531
UBE2B,1989,1918
UBE2C,1630,1948
UBE2D1,728,476
UBE2D2,1469,1776
UBE2D3,3582,5739
UBE2D4,293,127
UBE2DNL,0,0
UBE2E1,3718,3457
UBE2E1-AS1,2,2
UBE2E2,719,636
UBE2E3,460,501
UBE2E4P,17,21
UBE2F,674,417
UBE2F-SCLY,0,0
UBE2G1,1102,448
UBE2G2,3603,1477
UBE2H,3749,1382
UBE2I,2281,3225
UBE2J1,2223,1326
UBE2J2,934,480
UBE2K,4343,1732
UBE2L3,1949,1770
UBE2L6,1427,1225
UBE2M,1224,1352
UBE2MP1,103,74
UBE2N,1563,1468
UBE2NL,1,0
UBE2O,908,705
UBE2Q1,1406,762
UBE2Q1-AS1,2,23
UBE2Q2,1073,408
UBE2Q2L,2,1
UBE2Q2P1,24,21
UBE2Q2P2,3,3
UBE2QL1,0,0
UBE2R2,2330,3189
UBE2S,851,1493
UBE2T,790,781
UBE2U,0,0
UBE2V1,26,26
UBE2V2,1938,667
UBE2W,854,364
UBE2Z,3619,1367
UBE3A,2702,1839
UBE3B,1605,428
UBE3C,3653,1031
UBE3D,133,215
UBE4A,2902,1334
UBE4B,1350,1631
UBFD1,2261,2000
UBIAD1,1399,458
UBL3,1383,367
UBL4A,1452,744
UBL4B,0,2
UBL5,1467,2435
UBL7,1316,1535
UBL7-AS1,47,38
UBLCP1,2315,715
UBN1,3732,419
UBN2,698,387
UBOX5,171,75
UBOX5-AS1,3,4
UBP1,3408,943
UBQLN1,7261,6537
UBQLN2,1351,417
UBQLN3,0,0
UBQLN4,1710,1722
UBQLNL,1,5
UBR1,1108,468
UBR2,1451,674
UBR3,1482,1118
UBR4,14313,7505
UBR5,4606,2654
UBR5-AS1,18,4
UBR7,1865,1022
UBTD1,154,235
UBTD2,1090,320
UBTF,3494,1471
UBTFL1,0,0
UBXN1,3001,4692
UBXN10,1,0
UBXN10-AS1,1,0
UBXN11,215,264
UBXN2A,649,248
UBXN2B,1583,668
UBXN4,2359,1414
UBXN6,874,1177
UBXN7,1748,687
UBXN8,499,641
UCA1,0,2
UCHL1,0,0
UCHL1-AS1,0,0
UCHL3,510,388
UCHL5,1291,541
UCK1,601,521
UCK2,2556,1164
UCKL1,398,900
UCKL1-AS1,33,29
UCMA,0,0
UCN,34,12
UCN2,184,124
UCN3,0,0
UCP1,2,0
UCP2,10,2
UCP3,4,6
UEVLD,624,151
UFC1,890,1633
UFD1L,1363,1120
UFL1,1607,520
UFM1,2608,870
UFSP1,28,1
UFSP2,621,600
UG0898H09,0,0
UGCG,1869,691
UGDH,1032,1057
UGDH-AS1,42,12
UGGT1,4366,1947
UGGT2,961,596
UGP2,1912,1952
UGT1A1,0,0
UGT1A10,0,0
UGT1A3,0,0
UGT1A4,0,0
UGT1A5,0,0
UGT1A6,0,1
UGT1A7,0,0
UGT1A8,1,0
UGT1A9,0,0
UGT2A1,0,0
UGT2A2,0,0
UGT2A3,0,0
UGT2B10,0,1
UGT2B11,0,0
UGT2B15,0,0
UGT2B17,0,0
UGT2B28,0,0
UGT2B4,0,0
UGT2B7,44,53
UGT3A1,0,0
UGT3A2,0,0
UGT8,36,7
UHMK1,5036,1681
UHRF1,490,166
UHRF1BP1,1826,326
UHRF1BP1L,1397,1436
UHRF2,1336,1627
UIMC1,901,1608
ULBP1,288,33
ULBP2,58,65
ULBP3,26,8
ULK1,825,259
ULK2,394,135
ULK3,586,615
ULK4,180,103
ULK4P1,0,0
ULK4P2,0,0
ULK4P3,0,0
UMAD1,1211,264
UMOD,0,0
UMODL1,0,0
UMODL1-AS1,0,0
UMPS,1190,138
UNC119,361,504
UNC119B,1820,582
UNC13A,22,8
UNC13B,806,488
UNC13C,3,0
UNC13D,31,26
UNC45A,994,737
UNC45B,0,0
UNC50,773,103
UNC5A,0,0
UNC5B,5744,548
UNC5B-AS1,2,0
UNC5C,20,5
UNC5CL,11,5
UNC5D,2,0
UNC79,7,2
UNC80,1,0
UNC93A,0,0
UNC93B1,358,303
UNCX,0,0
UNG,2224,1312
UNK,585,344
UNKL,1039,90
UNQ6494,0,0
UOX,0,0
UPB1,0,0
UPF1,2172,1070
UPF2,2155,1348
UPF3A,556,875
UPF3B,834,607
UPK1A,1,3
UPK1A-AS1,0,0
UPK1B,0,0
UPK2,3,4
UPK3A,0,1
UPK3B,2,0
UPK3BL,0,0
UPP1,960,1522
UPP2,0,0
UPRT,139,43
UQCC1,916,763
UQCC2,1723,2627
UQCC3,330,259
UQCR10,1207,1370
UQCR11,1235,1357
UQCRB,2496,7477
UQCRBP1,3,112
UQCRC1,3458,5077
UQCRC2,4460,5859
UQCRFS1,1063,1647
UQCRH,3674,9136
UQCRHL,266,684
UQCRQ,1499,2165
URAD,0,0
URAHP,8,8
URB1,3528,1224
URB1-AS1,83,32
URB2,2070,318
URGCP,687,188
URGCP-MRPS24,0,0
URI1,3630,1704
URM1,1082,742
UROC1,0,0
UROD,2730,1359
UROS,329,201
USB1,1760,1012
USE1,243,636
USF1,536,1010
USF2,839,1278
USH1C,0,0
USH1G,0,1
USH2A,4,1
USHBP1,1,0
USMG5,1491,2228
USO1,4212,5118
USP1,2899,1270
USP10,3647,2503
USP11,1575,1484
USP12,844,462
USP12-AS1,0,0
USP12-AS2,0,1
USP13,642,296
USP14,3262,2119
USP15,1375,1133
USP16,1509,1012
USP17L1,0,0
USP17L10,0,0
USP17L11,0,0
USP17L12,0,0
USP17L13,0,0
USP17L15,1,1
USP17L17,0,0
USP17L18,0,0
USP17L19,0,0
USP17L2,1,0
USP17L20,0,0
USP17L21,0,0
USP17L22,0,0
USP17L24,0,0
USP17L25,0,0
USP17L26,0,0
USP17L27,0,0
USP17L28,0,0
USP17L29,0,0
USP17L3,0,0
USP17L30,0,0
USP17L4,0,0
USP17L5,0,0
USP17L6P,0,0
USP17L7,0,0
USP17L8,0,0
USP17L9P,0,0
USP18,33,21
USP19,2606,726
USP2,289,210
USP2-AS1,297,117
USP20,746,390
USP21,637,811
USP22,3992,1432
USP24,2914,1861
USP25,1369,885
USP26,0,0
USP27X,52,4
USP27X-AS1,9,0
USP28,721,501
USP29,0,0
USP3,811,810
USP3-AS1,4,9
USP30,549,223
USP30-AS1,0,1
USP31,2243,1123
USP32,2295,1567
USP32P1,1,2
USP32P2,101,218
USP33,1508,587
USP34,4968,2223
USP35,187,127
USP36,2957,1591
USP37,687,443
USP38,1382,441
USP39,2343,3113
USP4,1567,1449
USP40,941,346
USP42,804,356
USP43,12,3
USP44,1,0
USP45,872,124
USP46,553,206
USP46-AS1,7,1
USP47,2111,1264
USP48,1169,906
USP49,491,362
USP5,1250,958
USP50,1,0
USP51,13,2
USP53,6959,2836
USP54,479,322
USP6,6,0
USP6NL,612,187
USP7,4426,3859
USP8,2006,969
USP9X,5621,2229
USP9Y,1,0
USPL1,556,530
UST,835,150
UTAT33,0,5
UTF1,0,0
UTP11L,892,841
UTP14A,752,852
UTP14C,716,74
UTP15,1883,660
UTP18,1920,2525
UTP20,2645,1051
UTP23,1059,128
UTP3,1005,162
UTP6,2572,1791
UTRN,4124,1563
UTS2,1,0
UTS2B,1,0
UTS2R,0,0
UTY,0,0
UVRAG,952,1390
UVSSA,570,292
UXS1,877,634
UXT,1002,1922
UXT-AS1,2,0
VAC14,732,526
VAC14-AS1,0,2
VAMP1,249,81
VAMP2,591,366
VAMP3,2174,1650
VAMP4,644,230
VAMP5,0,2
VAMP7,6,4
VAMP8,54,75
VANGL1,1120,93
VANGL2,0,0
VAPA,4379,3602
VAPB,1800,660
VARS,168,65
VARS2,4,60
VASH1,23,7
VASH2,10,9
VASN,127,156
VASP,2139,1645
VAT1,4201,7546
VAT1L,7,9
VAV1,0,6
VAV2,1190,532
VAV3,456,348
VAV3-AS1,1,1
VAX1,2,0
VAX2,1,7
VBP1,1963,1372
VCAM1,14,17
VCAN,353,239
VCL,1719,1897
VCP,5835,3883
VCPIP1,742,345
VCPKMT,155,94
VCX,3,0
